Gridcode,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6
100106,6.029 ,0.912 ,-1.358 ,0.739 ,-1.478 ,-0.642 
100107,6.249 ,0.129 ,-0.827 ,1.265 ,-1.942 ,-0.132 
100108,6.259 ,-0.467 ,-1.137 ,1.061 ,-1.917 ,-0.162 
100109,6.226 ,-0.946 ,-1.471 ,0.841 ,-1.877 ,-0.189 
100110,6.118 ,-1.367 ,-1.815 ,1.031 ,-1.320 ,-0.628 
100111,5.399 ,-1.747 ,-2.097 ,0.205 ,0.774 ,-1.871 
100112,5.532 ,3.727 ,-1.452 ,-1.329 ,-0.512 ,-2.133 
100113,5.689 ,3.250 ,-1.568 ,-1.393 ,-0.537 ,-2.246 
100114,5.751 ,3.008 ,-1.853 ,-0.909 ,-0.806 ,-2.046 
100115,5.829 ,3.162 ,-2.053 ,-0.835 ,-1.219 ,-1.763 
100116,5.743 ,3.059 ,-1.432 ,-1.098 ,-1.074 ,-1.549 
100117,5.769 ,2.474 ,-1.277 ,-0.297 ,-1.155 ,-1.187 
100118,5.730 ,2.232 ,-1.012 ,0.234 ,-1.059 ,-0.703 
100119,5.340 ,2.062 ,-0.712 ,0.429 ,-0.623 ,-0.293 
100120,5.447 ,2.231 ,-1.005 ,0.486 ,-0.707 ,-0.143 
100121,5.703 ,1.834 ,-1.124 ,0.618 ,-0.838 ,-0.074 
100122,5.571 ,1.361 ,-0.861 ,1.172 ,-0.777 ,0.252 
100123,5.235 ,0.957 ,-0.577 ,1.265 ,-0.710 ,0.022 
100124,5.465 ,-0.475 ,-0.580 ,1.408 ,-1.498 ,-0.220 
100125,5.782 ,-0.457 ,-0.939 ,1.152 ,-1.891 ,-0.108 
100126,5.853 ,-0.482 ,-0.730 ,0.474 ,-1.807 ,-0.032 
100127,5.786 ,-0.811 ,-1.227 ,0.756 ,-1.324 ,-0.630 
100128,4.975 ,-1.342 ,-1.820 ,0.094 ,0.726 ,-1.947 
100129,5.437 ,1.980 ,-0.440 ,1.616 ,-0.333 ,0.920 
100130,5.502 ,1.760 ,-0.492 ,1.690 ,-0.472 ,1.072 
100131,5.524 ,1.299 ,-0.771 ,1.828 ,-0.467 ,0.966 
100132,5.311 ,0.820 ,-0.761 ,2.187 ,-0.396 ,0.908 
100133,4.887 ,0.296 ,-0.235 ,2.169 ,-0.435 ,0.597 
100134,5.066 ,-1.098 ,0.057 ,1.621 ,-1.301 ,0.043 
100135,5.640 ,-0.173 ,-0.594 ,1.368 ,-1.813 ,0.036 
100136,5.650 ,0.041 ,-0.352 ,0.637 ,-1.828 ,0.030 
100137,5.690 ,-0.330 ,-0.826 ,0.663 ,-1.588 ,-0.461 
100138,4.844 ,-0.755 ,-1.039 ,0.227 ,0.092 ,-1.599 
100139,5.428 ,2.031 ,-0.537 ,1.262 ,0.076 ,1.214 
100140,5.367 ,1.418 ,-0.389 ,1.793 ,-0.242 ,1.340 
100141,5.319 ,1.074 ,-0.421 ,1.927 ,-0.322 ,1.256 
100142,5.034 ,0.738 ,-0.572 ,2.400 ,-0.183 ,0.949 
100143,4.697 ,0.394 ,-0.361 ,2.835 ,0.015 ,0.697 
100144,4.790 ,-0.351 ,-0.023 ,2.198 ,-0.877 ,0.183 
100145,5.575 ,-0.123 ,-0.242 ,1.762 ,-1.735 ,0.116 
100146,5.737 ,0.078 ,-0.177 ,1.576 ,-1.951 ,0.142 
100147,5.746 ,-0.110 ,-0.438 ,0.665 ,-1.754 ,-0.181 
100148,5.077 ,-0.504 ,-0.692 ,0.261 ,-0.569 ,-1.176 
100149,4.491 ,-0.960 ,-1.146 ,-0.577 ,0.987 ,-1.939 
100150,4.808 ,1.567 ,0.109 ,0.969 ,0.351 ,1.397 
100151,4.945 ,1.189 ,0.041 ,1.790 ,-0.055 ,1.499 
100152,4.917 ,1.082 ,0.114 ,1.777 ,-0.087 ,1.426 
100153,4.652 ,0.539 ,-0.076 ,2.260 ,0.073 ,1.112 
100154,4.413 ,0.169 ,-0.148 ,2.746 ,0.290 ,0.775 
100155,4.507 ,-0.112 ,0.066 ,2.649 ,-0.302 ,0.558 
100156,5.226 ,-0.360 ,0.095 ,2.069 ,-1.514 ,0.108 
100157,5.329 ,-0.461 ,0.117 ,1.996 ,-1.559 ,0.098 
100158,5.438 ,-0.243 ,-0.031 ,1.250 ,-1.494 ,-0.137 
100159,4.940 ,-0.514 ,-0.053 ,0.246 ,-0.612 ,-0.887 
100160,4.529 ,-0.749 ,-0.387 ,-0.538 ,0.598 ,-1.701 
100161,4.184 ,1.125 ,0.651 ,0.848 ,0.409 ,1.752 
100162,4.482 ,0.802 ,0.258 ,1.888 ,-0.011 ,1.717 
100163,4.527 ,0.495 ,0.341 ,2.242 ,-0.027 ,1.603 
100164,4.219 ,0.113 ,0.837 ,2.241 ,0.227 ,1.420 
100165,4.196 ,0.088 ,0.384 ,2.588 ,0.186 ,1.102 
100166,4.033 ,0.105 ,0.730 ,2.292 ,0.242 ,1.038 
100167,4.147 ,-0.335 ,0.896 ,2.261 ,-0.285 ,0.909 
100168,4.492 ,-0.565 ,1.152 ,1.814 ,-0.967 ,0.156 
100169,4.543 ,-0.210 ,0.845 ,1.365 ,-0.871 ,-0.441 
100170,4.642 ,-0.728 ,0.147 ,0.997 ,-0.640 ,-0.954 
100171,4.371 ,-0.835 ,0.308 ,-0.598 ,0.268 ,-1.295 
100172,4.022 ,-0.862 ,0.220 ,-1.959 ,1.095 ,-1.642 
100173,3.923 ,0.895 ,0.688 ,1.155 ,0.431 ,1.689 
100174,4.000 ,0.817 ,0.451 ,1.494 ,0.158 ,1.781 
100175,4.038 ,0.360 ,0.558 ,2.153 ,0.062 ,1.649 
100176,3.906 ,0.264 ,1.199 ,2.181 ,0.231 ,1.594 
100177,3.909 ,0.724 ,1.200 ,2.094 ,0.275 ,1.432 
100178,4.064 ,0.582 ,0.503 ,2.675 ,-0.093 ,1.192 
100179,3.783 ,-0.214 ,1.027 ,2.678 ,-0.006 ,1.438 
100180,4.105 ,-0.469 ,0.917 ,2.470 ,-0.653 ,0.627 
100181,4.477 ,-0.137 ,0.804 ,1.759 ,-0.994 ,-0.413 
100182,4.420 ,-0.510 ,0.618 ,1.151 ,-0.763 ,-0.781 
100183,4.539 ,-0.682 ,0.462 ,0.052 ,-0.404 ,-0.974 
100184,4.282 ,-0.643 ,0.413 ,-1.358 ,0.447 ,-1.347 
100185,3.848 ,1.501 ,0.606 ,0.828 ,0.678 ,1.510 
100186,3.814 ,1.441 ,0.657 ,1.177 ,0.190 ,1.780 
100187,3.758 ,0.889 ,0.845 ,1.844 ,-0.067 ,1.801 
100188,3.758 ,0.665 ,0.927 ,2.239 ,0.162 ,1.534 
100189,3.437 ,0.844 ,1.368 ,1.660 ,0.662 ,1.352 
100190,3.828 ,0.721 ,0.936 ,2.429 ,-0.011 ,1.456 
100191,3.718 ,0.313 ,1.196 ,2.454 ,-0.118 ,1.488 
100192,3.820 ,-0.278 ,1.076 ,2.333 ,-0.536 ,0.694 
100193,4.335 ,-0.099 ,0.822 ,1.947 ,-1.190 ,-0.270 
100194,4.338 ,-0.176 ,0.987 ,1.302 ,-0.966 ,-0.419 
100195,4.440 ,-0.293 ,0.804 ,0.361 ,-0.848 ,-0.623 
100196,4.471 ,-0.158 ,0.739 ,-0.726 ,-0.509 ,-0.780 
100197,4.030 ,-0.254 ,0.767 ,-1.908 ,0.440 ,-1.224 
100198,3.910 ,-0.559 ,0.194 ,-1.951 ,0.910 ,-1.643 
100199,3.666 ,2.439 ,0.402 ,0.280 ,0.758 ,1.622 
100200,3.506 ,2.202 ,0.561 ,0.397 ,0.421 ,1.770 
100201,3.573 ,1.643 ,0.979 ,0.978 ,0.164 ,1.887 
100202,3.513 ,1.326 ,1.112 ,1.425 ,0.281 ,1.692 
100203,3.353 ,1.290 ,1.232 ,1.486 ,0.472 ,1.480 
100204,3.285 ,1.071 ,1.584 ,1.448 ,0.324 ,1.596 
100205,3.509 ,0.595 ,1.059 ,2.238 ,0.030 ,1.354 
100206,3.444 ,0.417 ,1.236 ,2.329 ,-0.065 ,1.121 
100207,3.665 ,0.218 ,1.763 ,1.592 ,-0.860 ,0.323 
100208,4.105 ,0.048 ,1.301 ,1.357 ,-1.220 ,-0.073 
100209,4.214 ,0.000 ,1.319 ,0.306 ,-1.062 ,-0.313 
100210,4.468 ,0.018 ,0.917 ,-0.199 ,-1.111 ,-0.452 
100211,4.415 ,0.205 ,0.742 ,-0.663 ,-0.772 ,-0.754 
100212,4.228 ,-0.030 ,0.473 ,-1.180 ,-0.071 ,-1.146 
100213,4.059 ,-0.475 ,0.212 ,-1.559 ,0.745 ,-1.660 
100214,3.518 ,2.795 ,0.486 ,0.010 ,0.847 ,1.628 
100215,3.280 ,2.416 ,0.567 ,0.375 ,0.681 ,1.460 
100216,3.306 ,2.105 ,0.729 ,0.679 ,0.542 ,1.454 
100217,3.183 ,1.774 ,1.224 ,0.758 ,0.550 ,1.622 
100218,3.031 ,1.666 ,1.454 ,1.022 ,0.565 ,1.542 
100219,3.104 ,1.408 ,1.367 ,1.426 ,0.267 ,1.560 
100220,3.164 ,0.955 ,1.059 ,1.792 ,0.205 ,1.360 
100221,3.335 ,0.903 ,0.969 ,2.450 ,-0.189 ,1.284 
100222,3.312 ,0.745 ,1.396 ,2.279 ,-0.518 ,1.267 
100223,3.516 ,0.369 ,2.149 ,0.894 ,-1.082 ,0.228 
100224,4.140 ,0.295 ,1.202 ,0.961 ,-1.288 ,-0.162 
100225,4.095 ,0.160 ,1.253 ,0.151 ,-0.922 ,-0.425 
100226,4.118 ,0.129 ,1.069 ,-0.048 ,-1.013 ,-0.534 
100227,4.175 ,0.245 ,0.783 ,-0.527 ,-0.818 ,-0.721 
100228,4.059 ,0.028 ,0.569 ,-1.052 ,-0.263 ,-1.038 
100229,3.986 ,0.224 ,-0.162 ,-1.284 ,0.041 ,-1.460 
100230,3.159 ,2.912 ,0.441 ,-0.179 ,1.018 ,1.545 
100231,2.919 ,2.541 ,0.464 ,0.205 ,1.173 ,1.037 
100232,2.826 ,2.334 ,0.662 ,0.481 ,1.096 ,0.817 
100233,2.844 ,2.094 ,0.986 ,0.697 ,0.899 ,1.118 
100234,2.827 ,1.728 ,1.374 ,0.931 ,0.782 ,1.425 
100235,2.791 ,1.438 ,1.430 ,0.850 ,0.659 ,1.495 
100236,2.756 ,1.528 ,1.210 ,1.151 ,0.481 ,1.349 
100237,2.970 ,1.582 ,1.177 ,1.733 ,-0.026 ,1.448 
100238,3.025 ,1.208 ,1.815 ,1.768 ,-0.325 ,1.748 
100239,3.476 ,0.826 ,1.214 ,1.851 ,-1.219 ,0.770 
100240,3.858 ,0.606 ,1.221 ,1.313 ,-1.423 ,-0.138 
100241,3.697 ,0.399 ,1.371 ,0.630 ,-0.959 ,-0.511 
100242,3.707 ,0.045 ,1.483 ,0.442 ,-1.070 ,-0.366 
100243,3.618 ,0.049 ,1.699 ,-0.371 ,-0.722 ,-0.396 
100244,3.711 ,0.376 ,1.419 ,-0.641 ,-0.712 ,-0.534 
100245,3.928 ,0.544 ,0.498 ,-0.479 ,-0.641 ,-1.008 
100246,3.966 ,0.588 ,-0.284 ,-1.272 ,-0.058 ,-1.480 
100247,2.960 ,3.555 ,0.065 ,-0.918 ,1.151 ,1.402 
100248,2.864 ,3.227 ,0.202 ,-0.546 ,1.195 ,1.263 
100249,2.513 ,2.553 ,0.488 ,-0.119 ,1.615 ,0.713 
100250,2.562 ,2.786 ,0.419 ,0.082 ,1.561 ,0.349 
100251,2.669 ,2.796 ,0.621 ,0.347 ,1.125 ,0.759 
100252,2.746 ,2.223 ,0.916 ,0.758 ,0.867 ,1.085 
100253,2.575 ,1.885 ,1.217 ,0.608 ,0.862 ,1.246 
100254,2.531 ,2.087 ,1.385 ,0.866 ,0.699 ,1.224 
100255,2.410 ,2.073 ,1.855 ,0.727 ,0.480 ,1.478 
100256,2.502 ,1.631 ,1.835 ,1.178 ,-0.041 ,1.726 
100257,3.071 ,1.513 ,0.863 ,1.974 ,-0.671 ,1.150 
100258,3.413 ,0.873 ,1.036 ,1.480 ,-1.406 ,-0.196 
100259,3.258 ,0.450 ,1.279 ,0.844 ,-1.073 ,-0.585 
100260,3.050 ,0.252 ,2.129 ,-0.087 ,-0.631 ,-0.379 
100261,3.558 ,0.155 ,1.434 ,0.663 ,-1.252 ,-0.244 
100262,3.483 ,0.409 ,1.479 ,0.363 ,-1.186 ,-0.331 
100263,3.754 ,0.563 ,0.904 ,0.023 ,-0.978 ,-0.680 
100264,3.945 ,0.627 ,0.168 ,-0.738 ,-0.408 ,-1.171 
100265,3.826 ,0.391 ,-0.583 ,-1.048 ,0.187 ,-1.730 
100266,2.811 ,3.515 ,0.637 ,-1.230 ,1.156 ,1.408 
100267,2.561 ,3.213 ,0.617 ,-0.887 ,1.235 ,1.270 
100268,2.424 ,2.993 ,0.265 ,-0.473 ,1.587 ,0.652 
100269,2.626 ,3.811 ,0.138 ,-0.662 ,1.651 ,0.330 
100270,2.682 ,3.809 ,0.303 ,-0.374 ,1.353 ,0.666 
100271,2.697 ,3.218 ,0.708 ,0.108 ,1.060 ,0.865 
100272,2.633 ,2.559 ,0.967 ,0.557 ,0.874 ,1.027 
100273,2.424 ,2.428 ,1.469 ,0.570 ,0.775 ,1.268 
100274,2.236 ,2.395 ,1.727 ,0.730 ,0.624 ,1.321 
100275,2.325 ,2.157 ,1.614 ,1.254 ,0.150 ,1.435 
100276,2.377 ,2.100 ,1.575 ,1.241 ,-0.019 ,1.185 
100277,2.471 ,1.402 ,1.523 ,0.983 ,-0.148 ,0.392 
100278,2.776 ,0.628 ,1.735 ,0.856 ,-0.836 ,-0.582 
100279,2.837 ,0.514 ,1.538 ,0.632 ,-0.888 ,-0.644 
100280,3.202 ,0.417 ,1.268 ,0.904 ,-1.147 ,-0.578 
100281,3.248 ,0.178 ,1.503 ,0.678 ,-1.036 ,-0.432 
100282,3.358 ,0.291 ,1.459 ,-0.183 ,-0.781 ,-0.495 
100283,3.804 ,0.398 ,0.499 ,0.105 ,-1.010 ,-0.770 
100284,3.914 ,0.208 ,-0.017 ,0.137 ,-0.949 ,-0.903 
100285,3.911 ,0.618 ,-0.365 ,-0.897 ,-0.612 ,-1.037 
100286,4.449 ,1.075 ,-1.401 ,-1.661 ,-0.209 ,-1.471 
100287,2.569 ,3.885 ,0.706 ,-1.353 ,1.331 ,1.602 
100288,2.422 ,3.550 ,0.979 ,-1.115 ,1.521 ,1.398 
100289,2.516 ,4.180 ,-0.217 ,-1.406 ,1.597 ,0.872 
100290,2.800 ,5.064 ,-0.601 ,-1.572 ,1.484 ,0.631 
100291,2.847 ,5.273 ,-0.176 ,-1.421 ,1.549 ,0.674 
100292,2.841 ,4.804 ,0.239 ,-0.892 ,1.124 ,0.723 
100293,2.633 ,3.930 ,0.725 ,-0.323 ,1.015 ,0.724 
100294,2.419 ,3.355 ,1.143 ,0.199 ,1.097 ,0.852 
100295,2.267 ,3.160 ,1.331 ,0.718 ,0.922 ,0.974 
100296,2.039 ,2.750 ,1.703 ,0.901 ,0.658 ,1.186 
100297,2.126 ,2.459 ,1.457 ,1.174 ,0.168 ,1.110 
100298,1.953 ,1.780 ,1.530 ,1.061 ,0.144 ,0.946 
100299,1.993 ,1.189 ,1.416 ,0.982 ,-0.077 ,0.161 
100300,2.479 ,0.772 ,1.199 ,1.083 ,-1.033 ,-0.776 
100301,2.853 ,0.482 ,0.853 ,1.462 ,-1.259 ,-0.744 
100302,2.929 ,0.230 ,1.148 ,1.303 ,-1.128 ,-0.710 
100303,2.927 ,0.233 ,1.594 ,0.235 ,-0.695 ,-0.532 
100304,3.311 ,0.320 ,1.008 ,0.369 ,-1.115 ,-0.543 
100305,3.475 ,0.167 ,0.715 ,0.141 ,-1.112 ,-0.471 
100306,3.688 ,0.211 ,0.234 ,-0.646 ,-0.905 ,-0.576 
100307,4.346 ,0.409 ,-0.621 ,-1.315 ,-0.804 ,-0.827 
100308,4.361 ,0.491 ,-0.897 ,-2.079 ,-0.205 ,-1.238 
100309,2.430 ,4.525 ,0.314 ,-1.636 ,1.357 ,1.466 
100310,2.313 ,4.220 ,0.817 ,-1.318 ,1.408 ,1.298 
100311,2.591 ,5.223 ,-0.706 ,-1.924 ,1.222 ,0.996 
100312,2.680 ,6.249 ,-2.220 ,-2.650 ,0.980 ,0.857 
100313,2.945 ,6.784 ,-1.860 ,-2.488 ,0.806 ,0.741 
100314,3.133 ,7.105 ,-1.323 ,-2.292 ,0.632 ,0.414 
100315,2.767 ,5.763 ,0.095 ,-1.554 ,0.772 ,0.531 
100316,2.484 ,4.559 ,0.734 ,-0.614 ,1.004 ,0.644 
100317,2.293 ,4.012 ,0.830 ,0.155 ,0.975 ,0.507 
100318,1.974 ,3.195 ,1.355 ,0.616 ,0.872 ,0.828 
100319,1.931 ,2.764 ,1.713 ,0.829 ,0.481 ,1.188 
100320,1.803 ,2.116 ,1.308 ,1.061 ,0.308 ,0.769 
100321,1.678 ,1.683 ,1.284 ,0.843 ,0.428 ,0.303 
100322,1.789 ,1.606 ,1.082 ,0.942 ,0.185 ,-0.048 
100323,2.456 ,0.801 ,0.887 ,1.209 ,-1.026 ,-0.777 
100324,2.629 ,0.432 ,1.239 ,0.854 ,-1.105 ,-0.644 
100325,2.988 ,0.202 ,0.944 ,1.114 ,-1.309 ,-0.548 
100326,3.123 ,0.358 ,0.904 ,0.752 ,-1.285 ,-0.546 
100327,3.150 ,0.225 ,0.914 ,0.346 ,-1.044 ,-0.523 
100328,3.461 ,-0.043 ,0.457 ,-0.271 ,-0.935 ,-0.501 
100329,4.096 ,0.189 ,-0.157 ,-1.207 ,-0.956 ,-0.529 
100330,3.977 ,0.463 ,-0.431 ,-1.909 ,-0.439 ,-0.916 
100331,3.868 ,0.788 ,-0.768 ,-1.720 ,0.118 ,-1.598 
100332,2.383 ,4.645 ,0.340 ,-1.628 ,1.544 ,1.178 
100333,2.218 ,4.675 ,0.861 ,-1.523 ,1.471 ,1.025 
100334,2.338 ,5.644 ,-1.587 ,-2.589 ,1.043 ,1.088 
100335,2.595 ,5.477 ,-1.259 ,-1.976 ,0.362 ,1.455 
100336,2.756 ,6.541 ,-1.905 ,-2.522 ,0.117 ,1.242 
100337,3.311 ,8.917 ,-3.530 ,-3.614 ,0.168 ,0.344 
100338,3.255 ,8.733 ,-2.842 ,-3.334 ,0.180 ,0.070 
100339,2.690 ,6.561 ,-0.699 ,-2.138 ,0.467 ,0.324 
100340,2.341 ,4.921 ,0.355 ,-0.784 ,0.777 ,0.274 
100341,2.045 ,3.703 ,1.116 ,0.281 ,0.678 ,0.560 
100342,1.786 ,3.246 ,1.691 ,0.316 ,0.494 ,0.928 
100343,1.576 ,2.497 ,1.524 ,0.666 ,0.602 ,0.659 
100344,1.348 ,1.977 ,1.434 ,0.779 ,0.975 ,0.171 
100345,1.414 ,1.946 ,1.336 ,0.782 ,0.759 ,0.207 
100346,1.787 ,1.185 ,1.567 ,0.588 ,-0.245 ,-0.358 
