Gridcode,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6
100042,7.262 ,5.150 ,-0.068 ,-0.034 ,0.244 ,-1.110 
100043,6.618 ,5.853 ,0.106 ,0.374 ,0.416 ,-0.741 
100044,5.662 ,5.525 ,0.677 ,0.650 ,0.522 ,-0.360 
100045,5.478 ,5.453 ,0.373 ,1.149 ,0.330 ,0.724 
100046,6.992 ,4.211 ,-0.845 ,-0.513 ,-0.359 ,-0.087 
100047,7.049 ,4.395 ,-0.301 ,-0.203 ,0.011 ,-0.684 
100048,6.848 ,4.930 ,0.055 ,-0.103 ,0.089 ,-0.892 
100049,6.464 ,5.666 ,-0.045 ,0.183 ,0.275 ,-0.534 
100050,5.479 ,5.457 ,0.129 ,0.481 ,0.352 ,-0.054 
100051,5.493 ,5.824 ,0.073 ,1.094 ,-0.070 ,0.944 
100052,6.948 ,3.148 ,-0.498 ,-0.573 ,-0.102 ,-0.591 
100053,6.642 ,3.715 ,-0.255 ,-0.197 ,0.157 ,-0.641 
100054,6.471 ,4.355 ,-0.126 ,-0.066 ,0.097 ,-0.358 
100055,6.249 ,4.781 ,0.235 ,0.070 ,0.286 ,-0.479 
100056,5.696 ,4.961 ,-0.623 ,0.109 ,0.322 ,0.136 
100057,5.657 ,5.684 ,-0.593 ,1.021 ,0.043 ,1.232 
100058,6.730 ,2.990 ,-0.656 ,-0.591 ,0.068 ,-0.807 
100059,6.384 ,3.284 ,-0.160 ,-0.237 ,0.270 ,-0.804 
100060,6.294 ,3.962 ,-0.272 ,-0.201 ,0.122 ,-0.333 
100061,5.976 ,4.522 ,-0.348 ,-0.209 ,0.182 ,-0.344 
100062,5.438 ,4.733 ,-0.867 ,0.374 ,0.417 ,0.673 
100063,6.203 ,2.385 ,-1.324 ,0.071 ,0.922 ,-0.296 
100064,6.657 ,2.270 ,-0.594 ,-0.719 ,-0.026 ,-1.197 
100065,6.093 ,2.635 ,-0.024 ,-0.275 ,0.184 ,-0.793 
100066,6.078 ,3.327 ,-0.594 ,-0.315 ,0.134 ,-0.310 
100067,5.794 ,3.786 ,-1.221 ,-0.253 ,0.379 ,0.163 
100068,5.330 ,4.135 ,-0.860 ,0.401 ,0.308 ,0.932 
100069,6.337 ,1.922 ,-1.686 ,-0.423 ,0.646 ,-0.282 
100070,6.866 ,1.840 ,-1.515 ,-1.067 ,0.110 ,-1.217 
100071,6.573 ,2.109 ,-0.692 ,-0.886 ,-0.180 ,-1.267 
100072,6.075 ,2.881 ,-0.715 ,-0.769 ,-0.207 ,-0.695 
100073,5.756 ,3.331 ,-0.882 ,-0.432 ,0.114 ,-0.011 
100074,5.299 ,3.494 ,-1.161 ,-0.208 ,0.173 ,0.727 
100075,5.622 ,1.198 ,-2.584 ,0.355 ,0.313 ,1.898 
100076,6.365 ,1.248 ,-1.770 ,-0.943 ,0.400 ,-0.420 
100077,6.539 ,1.616 ,-1.645 ,-1.141 ,0.130 ,-0.941 
100078,6.820 ,1.620 ,-1.060 ,-1.364 ,-0.131 ,-1.488 
100079,6.790 ,2.098 ,-0.832 ,-1.274 ,-0.256 ,-1.448 
100080,6.398 ,2.709 ,-1.024 ,-1.217 ,-0.354 ,-0.949 
100081,5.786 ,3.221 ,-1.013 ,-0.942 ,-0.199 ,-0.116 
100082,5.006 ,3.417 ,-1.003 ,-0.275 ,-0.096 ,0.924 
100083,6.145 ,-0.474 ,-3.509 ,0.064 ,0.442 ,1.723 
100084,6.493 ,-0.483 ,-3.225 ,-0.367 ,0.895 ,1.236 
100085,6.009 ,-0.408 ,-3.056 ,0.363 ,0.092 ,0.761 
100086,6.003 ,-0.531 ,-3.162 ,0.291 ,-0.078 ,0.613 
100087,6.132 ,-0.369 ,-2.806 ,-0.352 ,0.972 ,0.705 
100088,5.952 ,0.103 ,-1.672 ,-0.461 ,1.091 ,0.099 
100089,6.635 ,0.773 ,-1.762 ,-1.508 ,0.034 ,-0.825 
100090,6.658 ,0.903 ,-1.075 ,-1.506 ,-0.196 ,-1.077 
100091,6.865 ,1.257 ,-0.871 ,-1.626 ,-0.307 ,-1.458 
100092,6.805 ,2.037 ,-1.172 ,-1.533 ,-0.336 ,-1.352 
100093,6.480 ,2.420 ,-1.159 ,-1.403 ,-0.418 ,-0.916 
100094,5.555 ,2.962 ,-1.080 ,-0.823 ,-0.252 ,0.585 
100095,4.916 ,3.288 ,-1.168 ,-0.084 ,-0.157 ,1.487 
100096,5.449 ,-1.276 ,-3.515 ,1.549 ,0.594 ,2.564 
100097,5.824 ,-1.314 ,-3.675 ,0.993 ,0.135 ,1.754 
100098,5.725 ,-1.354 ,-3.613 ,1.106 ,0.381 ,1.626 
100099,5.995 ,-1.248 ,-3.677 ,0.636 ,0.166 ,0.935 
100100,6.360 ,-1.147 ,-3.270 ,-0.488 ,0.131 ,0.195 
100101,6.387 ,-0.779 ,-2.835 ,-0.899 ,0.101 ,-0.153 
100102,5.990 ,-0.671 ,-2.375 ,0.070 ,-0.535 ,-0.315 
100103,6.354 ,-1.013 ,-2.847 ,0.220 ,-0.144 ,-0.172 
100104,6.516 ,-1.168 ,-2.729 ,0.029 ,0.104 ,-0.426 
100105,6.058 ,-0.637 ,-1.874 ,-0.261 ,-0.020 ,-0.432 
100106,6.158 ,0.017 ,-1.624 ,-0.706 ,-0.532 ,-0.710 
100107,6.439 ,0.432 ,-0.769 ,-1.545 ,-0.476 ,-1.107 
100108,6.581 ,1.094 ,-0.954 ,-1.488 ,-0.207 ,-1.135 
100109,6.579 ,1.672 ,-1.114 ,-1.440 ,-0.044 ,-1.189 
100110,6.400 ,2.141 ,-1.245 ,-1.508 ,-0.365 ,-0.664 
100111,5.462 ,2.809 ,-1.273 ,-0.593 ,-0.347 ,1.221 
100112,5.964 ,-2.909 ,-3.414 ,1.286 ,0.791 ,1.296 
100113,5.881 ,-2.274 ,-3.204 ,1.171 ,0.612 ,1.234 
100114,5.950 ,-2.038 ,-3.338 ,0.801 ,0.256 ,0.824 
100115,6.099 ,-2.141 ,-3.516 ,0.616 ,0.321 ,0.331 
100116,5.918 ,-2.162 ,-2.805 ,0.793 ,0.442 ,0.273 
100117,5.774 ,-1.610 ,-2.240 ,0.309 ,-0.308 ,-0.200 
100118,5.794 ,-1.357 ,-1.804 ,0.164 ,-0.639 ,-0.557 
100119,5.747 ,-1.092 ,-1.472 ,0.407 ,-0.541 ,-0.556 
100120,6.050 ,-1.183 ,-1.867 ,0.357 ,-0.424 ,-0.678 
100121,6.171 ,-0.961 ,-1.880 ,0.270 ,-0.575 ,-0.842 
100122,5.965 ,-0.677 ,-1.366 ,0.149 ,-1.042 ,-1.038 
100123,5.611 ,-0.160 ,-0.977 ,-0.061 ,-1.101 ,-0.914 
100124,5.688 ,1.035 ,-0.384 ,-1.337 ,-0.705 ,-0.989 
100125,6.158 ,0.990 ,-0.774 ,-1.539 ,-0.173 ,-1.176 
100126,6.223 ,0.999 ,-0.543 ,-1.188 ,0.330 ,-1.156 
100127,6.151 ,1.518 ,-0.843 ,-1.374 ,-0.037 ,-0.627 
100128,5.093 ,2.357 ,-1.174 ,-0.593 ,-0.101 ,1.298 
100129,5.989 ,-1.240 ,-1.017 ,0.267 ,-1.374 ,-1.116 
100130,6.065 ,-1.010 ,-0.980 ,0.187 ,-1.384 ,-1.325 
100131,6.061 ,-0.526 ,-1.085 ,0.094 ,-1.586 ,-1.340 
100132,5.721 ,-0.145 ,-0.854 ,-0.142 ,-1.875 ,-1.288 
100133,5.183 ,0.179 ,-0.288 ,-0.341 ,-1.815 ,-1.074 
100134,5.056 ,1.402 ,0.520 ,-1.356 ,-1.064 ,-1.040 
100135,5.798 ,0.660 ,-0.307 ,-1.634 ,-0.484 ,-1.239 
100136,5.953 ,0.445 ,-0.232 ,-1.265 ,0.199 ,-1.185 
100137,6.056 ,0.996 ,-0.586 ,-1.403 ,0.103 ,-0.827 
100138,5.129 ,1.560 ,-0.739 ,-0.765 ,0.175 ,0.784 
100139,5.923 ,-1.384 ,-1.051 ,0.735 ,-1.474 ,-1.081 
100140,5.815 ,-0.825 ,-0.688 ,0.330 ,-1.774 ,-1.415 
100141,5.732 ,-0.477 ,-0.594 ,0.161 ,-1.840 ,-1.445 
100142,5.400 ,-0.170 ,-0.641 ,-0.134 ,-2.173 ,-1.220 
100143,5.047 ,0.017 ,-0.368 ,-0.397 ,-2.398 ,-0.906 
100144,4.873 ,0.522 ,0.108 ,-0.951 ,-1.728 ,-1.010 
100145,5.622 ,0.462 ,0.105 ,-1.773 ,-0.936 ,-1.262 
100146,5.949 ,0.390 ,0.070 ,-1.750 ,-0.652 ,-1.435 
100147,5.986 ,0.686 ,-0.156 ,-1.418 ,0.018 ,-1.080 
100148,5.341 ,1.145 ,-0.415 ,-0.945 ,0.179 ,0.198 
100149,4.364 ,1.656 ,-0.600 ,-0.134 ,0.391 ,1.633 
100150,5.246 ,-1.255 ,-0.276 ,1.180 ,-1.427 ,-1.039 
100151,5.261 ,-0.880 ,-0.151 ,0.453 ,-1.927 ,-1.358 
100152,5.149 ,-0.776 ,0.019 ,0.308 ,-1.866 ,-1.307 
100153,4.841 ,-0.171 ,-0.010 ,0.028 ,-2.236 ,-1.138 
100154,4.632 ,0.152 ,-0.001 ,-0.217 ,-2.561 ,-0.852 
100155,4.629 ,0.236 ,0.213 ,-0.519 ,-2.357 ,-1.050 
100156,5.167 ,0.456 ,0.451 ,-1.695 ,-1.368 ,-1.182 
100157,5.342 ,0.724 ,0.565 ,-1.792 ,-1.189 ,-1.211 
100158,5.459 ,0.645 ,0.412 ,-1.560 ,-0.599 ,-0.993 
100159,4.925 ,0.927 ,0.381 ,-0.965 ,0.042 ,0.049 
100160,4.297 ,1.281 ,0.140 ,-0.209 ,0.272 ,1.308 
100161,4.460 ,-1.118 ,0.404 ,1.308 ,-1.333 ,-1.191 
100162,4.688 ,-0.681 ,0.223 ,0.474 ,-2.108 ,-1.494 
100163,4.572 ,-0.363 ,0.504 ,0.094 ,-2.394 ,-1.449 
100164,4.233 ,-0.072 ,1.069 ,0.181 ,-2.355 ,-1.202 
100165,4.293 ,0.056 ,0.614 ,-0.125 ,-2.501 ,-1.070 
100166,4.133 ,-0.068 ,0.910 ,0.035 ,-2.150 ,-0.947 
100167,4.082 ,0.200 ,1.188 ,-0.334 ,-2.027 ,-1.123 
100168,4.363 ,0.439 ,1.493 ,-1.181 ,-1.235 ,-0.864 
100169,4.495 ,0.324 ,1.142 ,-1.342 ,-0.688 ,-0.352 
100170,4.559 ,1.010 ,0.669 ,-1.375 ,-0.543 ,0.047 
100171,4.054 ,1.170 ,0.848 ,-0.247 ,0.389 ,0.905 
100172,3.433 ,1.270 ,0.802 ,0.743 ,1.184 ,1.718 
100173,4.054 ,-0.959 ,0.570 ,0.985 ,-1.573 ,-1.071 
100174,4.070 ,-0.773 ,0.363 ,0.612 ,-1.743 ,-1.360 
100175,4.002 ,-0.345 ,0.740 ,0.158 ,-2.308 ,-1.403 
100176,3.800 ,-0.398 ,1.419 ,0.208 ,-2.357 ,-1.233 
100177,3.878 ,-0.853 ,1.267 ,0.196 ,-2.150 ,-1.026 
100178,4.156 ,-0.577 ,0.614 ,-0.349 ,-2.381 ,-1.171 
100179,3.765 ,0.051 ,1.370 ,-0.189 ,-2.413 ,-1.314 
100180,4.049 ,0.298 ,1.273 ,-0.959 ,-1.911 ,-1.108 
100181,4.424 ,0.140 ,1.089 ,-1.607 ,-0.964 ,-0.459 
100182,4.381 ,0.616 ,0.963 ,-1.420 ,-0.570 ,-0.102 
100183,4.322 ,0.893 ,0.895 ,-0.805 ,0.037 ,0.291 
100184,3.797 ,0.928 ,0.847 ,0.222 ,0.822 ,1.167 
100185,4.012 ,-1.534 ,0.400 ,1.133 ,-1.393 ,-0.746 
100186,3.912 ,-1.520 ,0.405 ,0.765 ,-1.488 ,-1.186 
100187,3.733 ,-1.008 ,0.813 ,0.247 ,-1.915 ,-1.417 
100188,3.702 ,-0.802 ,1.006 ,0.095 ,-2.325 ,-1.163 
100189,3.394 ,-1.064 ,1.306 ,0.606 ,-1.865 ,-0.688 
100190,3.831 ,-0.866 ,1.011 ,-0.120 ,-2.298 ,-1.226 
100191,3.676 ,-0.577 ,1.396 ,-0.184 ,-2.225 ,-1.319 
100192,3.763 ,0.028 ,1.400 ,-0.926 ,-1.738 ,-1.003 
100193,4.304 ,0.029 ,1.062 ,-1.757 ,-1.053 ,-0.667 
100194,4.366 ,0.126 ,1.157 ,-1.373 ,-0.575 ,-0.449 
100195,4.357 ,0.356 ,1.009 ,-1.004 ,-0.002 ,-0.178 
100196,4.203 ,0.337 ,0.931 ,-0.339 ,0.634 ,0.246 
100197,3.456 ,0.390 ,1.037 ,0.580 ,1.234 ,1.210 
100198,3.063 ,0.745 ,0.718 ,0.610 ,0.976 ,1.768 
100199,3.814 ,-2.274 ,-0.052 ,1.222 ,-0.715 ,-0.635 
100200,3.652 ,-2.221 ,0.092 ,1.145 ,-0.818 ,-0.907 
100201,3.548 ,-1.755 ,0.701 ,0.705 ,-1.237 ,-1.161 
100202,3.452 ,-1.516 ,0.954 ,0.549 ,-1.652 ,-1.032 
100203,3.306 ,-1.527 ,1.066 ,0.560 ,-1.662 ,-0.801 
100204,3.210 ,-1.421 ,1.483 ,0.545 ,-1.540 ,-0.966 
100205,3.434 ,-0.832 ,1.178 ,-0.108 ,-2.131 ,-1.139 
100206,3.380 ,-0.694 ,1.410 ,-0.393 ,-1.980 ,-1.020 
100207,3.604 ,-0.570 ,1.865 ,-1.236 ,-0.740 ,-0.706 
100208,4.120 ,-0.251 ,1.381 ,-1.410 ,-0.517 ,-0.754 
100209,4.214 ,-0.099 ,1.321 ,-0.936 ,0.204 ,-0.436 
100210,4.361 ,0.018 ,0.978 ,-0.784 ,0.459 ,-0.319 
100211,4.104 ,-0.107 ,0.842 ,-0.507 ,0.610 ,0.146 
100212,3.641 ,0.188 ,0.768 ,-0.073 ,0.660 ,0.840 
100213,3.374 ,0.672 ,0.666 ,0.426 ,0.655 ,1.624 
100214,3.563 ,-2.706 ,-0.068 ,1.479 ,-0.684 ,-0.575 
100215,3.352 ,-2.487 ,0.064 ,1.154 ,-0.948 ,-0.525 
100216,3.264 ,-2.184 ,0.304 ,0.856 ,-1.131 ,-0.658 
100217,3.084 ,-1.992 ,0.915 ,0.917 ,-1.170 ,-0.743 
100218,2.925 ,-2.023 ,1.154 ,0.751 ,-1.279 ,-0.662 
100219,3.002 ,-1.770 ,1.209 ,0.392 ,-1.485 ,-0.940 
100220,3.062 ,-1.230 ,1.070 ,0.126 ,-1.797 ,-1.006 
100221,3.259 ,-1.220 ,1.029 ,-0.443 ,-2.160 ,-1.217 
100222,3.296 ,-1.049 ,1.576 ,-0.963 ,-1.486 ,-1.223 
100223,3.550 ,-0.865 ,2.008 ,-1.023 ,-0.044 ,-0.752 
100224,4.208 ,-0.483 ,1.136 ,-1.321 ,-0.167 ,-0.722 
100225,3.996 ,-0.307 ,1.239 ,-0.868 ,0.250 ,-0.280 
100226,3.876 ,-0.231 ,1.166 ,-0.905 ,0.253 ,-0.175 
100227,3.787 ,-0.274 ,0.948 ,-0.664 ,0.472 ,0.106 
100228,3.453 ,-0.019 ,0.906 ,-0.244 ,0.594 ,0.664 
100229,3.280 ,-0.149 ,0.128 ,-0.096 ,0.724 ,1.213 
100230,3.078 ,-2.781 ,-0.051 ,1.601 ,-0.646 ,-0.454 
100231,2.871 ,-2.512 ,0.058 ,1.362 ,-0.999 ,-0.081 
100232,2.776 ,-2.456 ,0.255 ,1.038 ,-1.110 ,0.050 
100233,2.718 ,-2.267 ,0.655 ,0.855 ,-1.168 ,-0.223 
100234,2.674 ,-2.053 ,1.149 ,0.781 ,-1.319 ,-0.472 
100235,2.643 ,-1.765 ,1.283 ,0.817 ,-1.210 ,-0.697 
100236,2.663 ,-1.875 ,0.991 ,0.522 ,-1.296 ,-0.749 
100237,2.914 ,-1.988 ,0.989 ,0.003 ,-1.569 ,-1.114 
100238,2.951 ,-1.794 ,1.774 ,-0.097 ,-1.461 ,-1.495 
100239,3.687 ,-1.124 ,1.252 ,-1.699 ,-0.522 ,-1.163 
100240,4.015 ,-0.976 ,1.004 ,-1.566 ,-0.321 ,-0.768 
100241,3.695 ,-0.778 ,1.203 ,-1.174 ,0.021 ,-0.183 
100242,3.542 ,-0.472 ,1.499 ,-1.144 ,0.017 ,-0.293 
100243,3.313 ,-0.531 ,1.752 ,-0.565 ,0.490 ,0.016 
100244,3.240 ,-0.764 ,1.506 ,-0.539 ,0.596 ,0.192 
100245,3.340 ,-0.769 ,0.645 ,-0.797 ,0.366 ,0.575 
100246,3.462 ,-0.676 ,-0.345 ,-0.134 ,0.934 ,1.337 
100247,2.890 ,-3.100 ,-0.453 ,1.672 ,0.066 ,-0.164 
100248,2.748 ,-2.896 ,-0.253 ,1.660 ,-0.400 ,-0.166 
100249,2.409 ,-2.478 ,0.197 ,1.607 ,-0.880 ,0.322 
100250,2.576 ,-2.765 ,0.040 ,1.397 ,-0.974 ,0.554 
100251,2.666 ,-2.856 ,0.214 ,1.142 ,-1.042 ,0.117 
100252,2.667 ,-2.422 ,0.671 ,0.827 ,-1.273 ,-0.246 
100253,2.451 ,-2.153 ,0.971 ,0.887 ,-1.044 ,-0.389 
100254,2.445 ,-2.498 ,1.008 ,0.667 ,-1.060 ,-0.406 
100255,2.343 ,-2.714 ,1.412 ,0.748 ,-0.770 ,-0.639 
100256,2.452 ,-2.308 ,1.550 ,0.337 ,-1.009 ,-1.217 
100257,3.303 ,-1.797 ,0.818 ,-1.277 ,-0.830 ,-1.097 
100258,3.637 ,-1.337 ,0.721 ,-1.803 ,-0.263 ,-0.652 
100259,3.352 ,-0.983 ,1.000 ,-1.445 ,0.015 ,-0.161 
100260,2.971 ,-0.958 ,1.884 ,-0.633 ,0.506 ,0.067 
100261,3.420 ,-0.776 ,1.444 ,-1.312 ,-0.131 ,-0.414 
100262,3.182 ,-1.030 ,1.489 ,-1.248 ,0.064 ,-0.203 
100263,3.301 ,-1.005 ,0.977 ,-1.155 ,0.145 ,0.169 
100264,3.468 ,-0.744 ,0.192 ,-0.537 ,0.489 ,0.805 
100265,3.354 ,-0.189 ,-0.537 ,-0.153 ,0.526 ,1.430 
100266,2.595 ,-3.140 ,0.285 ,1.840 ,0.144 ,-0.170 
100267,2.442 ,-2.921 ,0.352 ,1.658 ,-0.075 ,-0.036 
100268,2.364 ,-2.788 ,-0.032 ,1.697 ,-0.700 ,0.403 
100269,2.663 ,-3.517 ,-0.437 ,1.758 ,-0.509 ,0.676 
100270,2.680 ,-3.581 ,-0.271 ,1.532 ,-0.569 ,0.298 
100271,2.658 ,-3.220 ,0.285 ,1.184 ,-0.812 ,0.019 
100272,2.617 ,-2.803 ,0.648 ,0.932 ,-1.117 ,-0.200 
100273,2.412 ,-2.853 ,1.081 ,0.957 ,-0.952 ,-0.378 
100274,2.272 ,-2.960 ,1.257 ,0.820 ,-0.899 ,-0.475 
100275,2.361 ,-2.809 ,1.147 ,0.262 ,-1.080 ,-0.846 
100276,2.531 ,-2.632 ,1.174 ,-0.153 ,-0.745 ,-0.752 
100277,2.832 ,-1.712 ,1.363 ,-1.180 ,0.262 ,-0.062 
100278,2.939 ,-1.329 ,1.398 ,-1.415 ,0.061 ,0.022 
100279,2.892 ,-1.287 ,1.196 ,-1.326 ,0.158 ,0.089 
100280,3.203 ,-1.196 ,1.107 ,-1.551 ,-0.194 ,-0.098 
100281,3.140 ,-1.073 ,1.516 ,-1.289 ,-0.234 ,-0.094 
100282,3.075 ,-1.074 ,1.450 ,-0.884 ,0.351 ,0.183 
100283,3.382 ,-0.784 ,0.580 ,-1.293 ,0.045 ,0.192 
100284,3.393 ,-0.349 ,0.141 ,-1.233 ,-0.120 ,0.275 
100285,3.466 ,-0.516 ,-0.479 ,-0.410 ,0.634 ,0.647 
100286,4.148 ,-0.590 ,-1.754 ,0.160 ,1.044 ,1.216 
100287,2.267 ,-3.425 ,0.417 ,2.192 ,-0.033 ,-0.292 
100288,2.105 ,-3.216 ,0.736 ,2.071 ,-0.197 ,-0.025 
100289,2.371 ,-3.484 ,-0.699 ,2.144 ,-0.017 ,0.221 
100290,2.782 ,-4.221 ,-1.410 ,2.105 ,0.217 ,0.355 
100291,2.801 ,-4.517 ,-1.121 ,2.022 ,0.311 ,0.410 
100292,2.854 ,-4.399 ,-0.594 ,1.587 ,0.051 ,0.175 
100293,2.728 ,-3.958 ,0.029 ,1.331 ,-0.415 ,0.166 
100294,2.480 ,-3.433 ,0.583 ,1.152 ,-0.730 ,0.029 
100295,2.281 ,-3.254 ,0.810 ,0.781 ,-1.003 ,-0.199 
100296,2.093 ,-3.151 ,1.212 ,0.646 ,-1.024 ,-0.437 
100297,2.281 ,-2.845 ,1.064 ,0.252 ,-1.106 ,-0.751 
100298,2.252 ,-2.289 ,1.279 ,0.121 ,-0.857 ,-0.601 
100299,2.280 ,-1.708 ,1.154 ,-1.036 ,0.032 ,0.041 
100300,2.675 ,-1.518 ,0.752 ,-1.722 ,-0.041 ,0.054 
100301,2.962 ,-1.358 ,0.604 ,-2.053 ,-0.406 ,-0.080 
100302,2.954 ,-1.235 ,1.057 ,-1.849 ,-0.469 ,0.011 
100303,2.794 ,-1.229 ,1.510 ,-0.995 ,0.168 ,0.199 
100304,3.065 ,-0.999 ,0.959 ,-1.388 ,0.064 ,0.002 
100305,3.091 ,-0.671 ,0.719 ,-1.225 ,0.134 ,-0.013 
100306,3.240 ,-0.545 ,0.189 ,-0.698 ,0.573 ,0.214 
100307,3.868 ,-0.441 ,-0.674 ,-0.386 ,0.848 ,0.441 
100308,3.833 ,-0.362 ,-1.007 ,0.223 ,1.213 ,1.049 
100309,2.241 ,-3.725 ,-0.094 ,2.317 ,0.199 ,-0.272 
100310,2.071 ,-3.669 ,0.484 ,2.105 ,-0.001 ,-0.058 
100311,2.472 ,-4.077 ,-1.333 ,2.203 ,0.532 ,-0.158 
100312,2.678 ,-4.530 ,-3.195 ,2.382 ,1.221 ,-0.333 
100313,3.015 ,-5.196 ,-3.026 ,2.147 ,1.272 ,-0.208 
100314,3.326 ,-5.788 ,-2.681 ,1.791 ,1.364 ,0.083 
100315,2.925 ,-5.267 ,-1.026 ,1.588 ,0.792 ,0.190 
100316,2.552 ,-4.343 ,-0.027 ,1.329 ,-0.045 ,0.134 
100317,2.352 ,-3.976 ,0.155 ,0.871 ,-0.599 ,0.185 
100318,1.971 ,-3.544 ,0.824 ,0.694 ,-0.855 ,-0.055 
100319,1.928 ,-3.216 ,1.288 ,0.516 ,-0.875 ,-0.582 
100320,2.011 ,-2.638 ,0.982 ,0.288 ,-1.134 ,-0.445 
100321,2.058 ,-2.112 ,1.103 ,-0.734 ,0.068 ,0.337 
100322,2.295 ,-2.057 ,0.859 ,-1.092 ,0.229 ,0.498 
100323,2.650 ,-1.676 ,0.495 ,-1.845 ,-0.107 ,0.156 
100324,2.684 ,-1.400 ,0.992 ,-1.684 ,0.034 ,0.049 
100325,2.989 ,-1.136 ,0.866 ,-1.860 ,-0.318 ,-0.155 
100326,2.991 ,-1.040 ,0.787 ,-1.693 ,-0.084 ,-0.095 
100327,2.898 ,-0.747 ,0.821 ,-1.290 ,0.064 ,0.045 
100328,3.130 ,-0.410 ,0.446 ,-0.932 ,0.391 ,0.127 
100329,3.753 ,-0.424 ,-0.205 ,-0.531 ,0.952 ,0.180 
100330,3.590 ,-0.443 ,-0.590 ,0.066 ,1.299 ,0.695 
100331,3.450 ,-0.568 ,-1.009 ,0.101 ,1.029 ,1.451 
100332,2.257 ,-3.745 ,-0.027 ,2.319 ,0.109 ,-0.015 
100333,2.058 ,-3.963 ,0.445 ,2.138 ,0.195 ,0.178 
100334,2.285 ,-4.020 ,-2.257 ,2.476 ,1.108 ,-0.495 
100335,2.492 ,-4.041 ,-1.830 ,1.937 ,0.649 ,-1.023 
100336,2.809 ,-4.812 ,-2.827 ,1.993 ,1.221 ,-0.990 
100337,3.727 ,-6.386 ,-5.295 ,2.213 ,2.459 ,-0.415 
100338,3.787 ,-6.689 ,-4.718 ,1.970 ,2.489 ,-0.068 
100339,3.009 ,-5.788 ,-2.082 ,1.602 ,1.562 ,0.091 
100340,2.533 ,-4.978 ,-0.662 ,1.148 ,0.283 ,0.361 
100341,2.132 ,-4.282 ,0.366 ,0.631 ,-0.468 ,0.165 
100342,1.903 ,-3.958 ,1.007 ,0.544 ,-0.248 ,-0.141 
