Gridcode,Viola_adunca,Viola_affinis,Viola_bicolor,Viola_brittoniana,Viola_canadensis,Viola_hastata,Viola_hirsutula,Viola_labradorica,Viola_lanceolata,Viola_nephrophylla,Viola_odorata,Viola_pedata,Viola_renifolia,Viola_rostrata,Viola_rotundifolia,Viola_selkirkii,Viola_septemloba,Viola_septentrionalis,Viola_striata,Viola_tricolor,Viola_triloba,Viola_tripartita,Viola_walteri
100018,0.000 ,0.270 ,0.336 ,0.000 ,0.009 ,0.005 ,0.176 ,0.020 ,0.021 ,0.007 ,0.000 ,0.017 ,0.000 ,0.001 ,0.002 ,0.000 ,0.730 ,0.000 ,0.000 ,0.183 ,0.081 ,0.050 ,0.926 
100019,0.001 ,0.152 ,0.300 ,0.000 ,0.013 ,0.003 ,0.088 ,0.034 ,0.042 ,0.005 ,0.000 ,0.097 ,0.000 ,0.001 ,0.002 ,0.000 ,0.564 ,0.002 ,0.000 ,0.133 ,0.116 ,0.052 ,0.769 
100020,0.000 ,0.212 ,0.111 ,0.000 ,0.007 ,0.052 ,0.043 ,0.006 ,0.018 ,0.000 ,0.000 ,0.024 ,0.000 ,0.001 ,0.000 ,0.000 ,0.715 ,0.001 ,0.002 ,0.073 ,0.074 ,0.128 ,0.913 
100021,0.000 ,0.372 ,0.113 ,0.000 ,0.008 ,0.009 ,0.061 ,0.004 ,0.012 ,0.001 ,0.000 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.901 ,0.000 ,0.000 ,0.134 ,0.080 ,0.016 ,0.973 
100022,0.000 ,0.323 ,0.121 ,0.000 ,0.004 ,0.006 ,0.044 ,0.003 ,0.012 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.869 ,0.000 ,0.000 ,0.086 ,0.053 ,0.013 ,0.978 
100023,0.000 ,0.302 ,0.177 ,0.000 ,0.004 ,0.007 ,0.056 ,0.006 ,0.012 ,0.002 ,0.000 ,0.002 ,0.000 ,0.001 ,0.002 ,0.000 ,0.843 ,0.000 ,0.000 ,0.078 ,0.040 ,0.015 ,0.944 
100024,0.000 ,0.377 ,0.381 ,0.000 ,0.055 ,0.048 ,0.169 ,0.030 ,0.008 ,0.002 ,0.000 ,0.028 ,0.000 ,0.010 ,0.006 ,0.000 ,0.821 ,0.000 ,0.003 ,0.184 ,0.185 ,0.044 ,0.911 
100025,0.001 ,0.344 ,0.271 ,0.000 ,0.042 ,0.077 ,0.251 ,0.037 ,0.019 ,0.004 ,0.000 ,0.101 ,0.000 ,0.006 ,0.002 ,0.000 ,0.671 ,0.003 ,0.005 ,0.339 ,0.232 ,0.193 ,0.917 
100026,0.000 ,0.345 ,0.132 ,0.000 ,0.014 ,0.160 ,0.176 ,0.010 ,0.020 ,0.001 ,0.000 ,0.039 ,0.000 ,0.002 ,0.000 ,0.000 ,0.707 ,0.002 ,0.006 ,0.211 ,0.165 ,0.305 ,0.938 
100027,0.000 ,0.444 ,0.082 ,0.000 ,0.002 ,0.005 ,0.048 ,0.003 ,0.028 ,0.000 ,0.000 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.918 ,0.000 ,0.000 ,0.166 ,0.053 ,0.021 ,0.956 
100028,0.000 ,0.367 ,0.089 ,0.000 ,0.003 ,0.004 ,0.048 ,0.003 ,0.027 ,0.001 ,0.000 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.896 ,0.000 ,0.000 ,0.128 ,0.062 ,0.013 ,0.959 
100029,0.000 ,0.306 ,0.158 ,0.000 ,0.004 ,0.010 ,0.062 ,0.005 ,0.019 ,0.001 ,0.000 ,0.002 ,0.000 ,0.001 ,0.002 ,0.000 ,0.846 ,0.000 ,0.000 ,0.087 ,0.047 ,0.022 ,0.941 
100030,0.000 ,0.281 ,0.242 ,0.000 ,0.004 ,0.012 ,0.102 ,0.010 ,0.018 ,0.004 ,0.000 ,0.005 ,0.000 ,0.001 ,0.003 ,0.000 ,0.807 ,0.000 ,0.000 ,0.098 ,0.054 ,0.035 ,0.904 
100031,0.000 ,0.307 ,0.336 ,0.000 ,0.015 ,0.031 ,0.229 ,0.026 ,0.019 ,0.008 ,0.000 ,0.024 ,0.000 ,0.005 ,0.007 ,0.000 ,0.795 ,0.000 ,0.001 ,0.162 ,0.146 ,0.078 ,0.860 
100032,0.000 ,0.388 ,0.414 ,0.000 ,0.031 ,0.120 ,0.382 ,0.034 ,0.037 ,0.006 ,0.000 ,0.079 ,0.000 ,0.011 ,0.009 ,0.000 ,0.769 ,0.002 ,0.005 ,0.216 ,0.280 ,0.292 ,0.878 
100033,0.000 ,0.451 ,0.278 ,0.001 ,0.020 ,0.216 ,0.301 ,0.017 ,0.039 ,0.002 ,0.000 ,0.058 ,0.000 ,0.006 ,0.002 ,0.000 ,0.761 ,0.002 ,0.009 ,0.176 ,0.268 ,0.343 ,0.906 
100034,0.000 ,0.458 ,0.132 ,0.000 ,0.003 ,0.024 ,0.087 ,0.004 ,0.027 ,0.000 ,0.000 ,0.002 ,0.000 ,0.001 ,0.001 ,0.000 ,0.904 ,0.000 ,0.001 ,0.174 ,0.073 ,0.070 ,0.950 
100035,0.000 ,0.389 ,0.113 ,0.000 ,0.003 ,0.008 ,0.080 ,0.004 ,0.031 ,0.000 ,0.000 ,0.002 ,0.000 ,0.001 ,0.002 ,0.000 ,0.893 ,0.000 ,0.000 ,0.136 ,0.074 ,0.028 ,0.951 
100036,0.000 ,0.333 ,0.154 ,0.000 ,0.004 ,0.009 ,0.083 ,0.005 ,0.024 ,0.001 ,0.000 ,0.003 ,0.000 ,0.001 ,0.002 ,0.000 ,0.862 ,0.000 ,0.000 ,0.108 ,0.085 ,0.029 ,0.927 
100037,0.000 ,0.307 ,0.246 ,0.000 ,0.009 ,0.022 ,0.155 ,0.011 ,0.020 ,0.003 ,0.000 ,0.010 ,0.000 ,0.003 ,0.004 ,0.000 ,0.829 ,0.000 ,0.001 ,0.128 ,0.121 ,0.057 ,0.912 
100038,0.000 ,0.325 ,0.308 ,0.000 ,0.013 ,0.045 ,0.231 ,0.019 ,0.023 ,0.006 ,0.000 ,0.023 ,0.000 ,0.004 ,0.006 ,0.000 ,0.801 ,0.001 ,0.001 ,0.148 ,0.193 ,0.105 ,0.901 
100039,0.000 ,0.409 ,0.426 ,0.000 ,0.031 ,0.176 ,0.409 ,0.031 ,0.042 ,0.005 ,0.000 ,0.089 ,0.000 ,0.012 ,0.009 ,0.000 ,0.770 ,0.002 ,0.008 ,0.211 ,0.265 ,0.378 ,0.885 
100040,0.000 ,0.464 ,0.195 ,0.000 ,0.004 ,0.062 ,0.126 ,0.006 ,0.033 ,0.000 ,0.000 ,0.005 ,0.000 ,0.001 ,0.002 ,0.000 ,0.879 ,0.000 ,0.003 ,0.145 ,0.079 ,0.165 ,0.925 
100041,0.000 ,0.419 ,0.139 ,0.000 ,0.003 ,0.016 ,0.098 ,0.004 ,0.040 ,0.000 ,0.000 ,0.003 ,0.000 ,0.001 ,0.002 ,0.000 ,0.887 ,0.000 ,0.001 ,0.144 ,0.081 ,0.065 ,0.936 
100042,0.000 ,0.366 ,0.174 ,0.000 ,0.005 ,0.020 ,0.131 ,0.006 ,0.036 ,0.001 ,0.000 ,0.005 ,0.000 ,0.002 ,0.003 ,0.000 ,0.864 ,0.000 ,0.001 ,0.145 ,0.112 ,0.064 ,0.931 
100043,0.000 ,0.366 ,0.226 ,0.000 ,0.014 ,0.062 ,0.163 ,0.010 ,0.018 ,0.001 ,0.000 ,0.011 ,0.000 ,0.004 ,0.004 ,0.000 ,0.849 ,0.000 ,0.002 ,0.151 ,0.162 ,0.095 ,0.940 
100044,0.000 ,0.385 ,0.360 ,0.000 ,0.026 ,0.142 ,0.324 ,0.025 ,0.027 ,0.004 ,0.000 ,0.051 ,0.000 ,0.010 ,0.008 ,0.000 ,0.795 ,0.001 ,0.005 ,0.198 ,0.255 ,0.243 ,0.905 
100045,0.000 ,0.451 ,0.474 ,0.000 ,0.048 ,0.338 ,0.346 ,0.035 ,0.020 ,0.002 ,0.000 ,0.099 ,0.000 ,0.018 ,0.011 ,0.000 ,0.781 ,0.002 ,0.025 ,0.178 ,0.258 ,0.334 ,0.856 
100046,0.000 ,0.461 ,0.144 ,0.001 ,0.002 ,0.024 ,0.067 ,0.004 ,0.065 ,0.000 ,0.000 ,0.002 ,0.000 ,0.001 ,0.002 ,0.000 ,0.870 ,0.000 ,0.002 ,0.157 ,0.062 ,0.115 ,0.910 
100047,0.000 ,0.409 ,0.192 ,0.000 ,0.004 ,0.033 ,0.149 ,0.006 ,0.066 ,0.000 ,0.000 ,0.006 ,0.000 ,0.002 ,0.003 ,0.000 ,0.863 ,0.000 ,0.002 ,0.162 ,0.110 ,0.136 ,0.917 
100048,0.000 ,0.383 ,0.231 ,0.000 ,0.008 ,0.042 ,0.180 ,0.009 ,0.043 ,0.001 ,0.000 ,0.011 ,0.000 ,0.004 ,0.005 ,0.000 ,0.850 ,0.000 ,0.002 ,0.160 ,0.145 ,0.137 ,0.903 
100049,0.000 ,0.401 ,0.240 ,0.000 ,0.015 ,0.098 ,0.191 ,0.010 ,0.020 ,0.001 ,0.000 ,0.015 ,0.000 ,0.005 ,0.004 ,0.000 ,0.851 ,0.000 ,0.004 ,0.165 ,0.167 ,0.168 ,0.934 
100050,0.000 ,0.430 ,0.356 ,0.000 ,0.028 ,0.302 ,0.309 ,0.019 ,0.021 ,0.001 ,0.001 ,0.054 ,0.000 ,0.010 ,0.007 ,0.000 ,0.809 ,0.001 ,0.015 ,0.174 ,0.218 ,0.355 ,0.916 
100051,0.000 ,0.474 ,0.384 ,0.000 ,0.051 ,0.405 ,0.251 ,0.029 ,0.012 ,0.000 ,0.000 ,0.070 ,0.000 ,0.016 ,0.008 ,0.000 ,0.776 ,0.002 ,0.042 ,0.143 ,0.206 ,0.251 ,0.820 
100052,0.000 ,0.430 ,0.181 ,0.004 ,0.002 ,0.023 ,0.118 ,0.004 ,0.154 ,0.000 ,0.000 ,0.004 ,0.000 ,0.001 ,0.002 ,0.000 ,0.854 ,0.000 ,0.002 ,0.214 ,0.081 ,0.111 ,0.917 
100053,0.000 ,0.404 ,0.233 ,0.002 ,0.004 ,0.059 ,0.198 ,0.007 ,0.098 ,0.001 ,0.000 ,0.011 ,0.000 ,0.003 ,0.004 ,0.000 ,0.840 ,0.001 ,0.003 ,0.178 ,0.140 ,0.212 ,0.915 
100054,0.000 ,0.421 ,0.266 ,0.001 ,0.008 ,0.096 ,0.222 ,0.010 ,0.056 ,0.001 ,0.000 ,0.018 ,0.000 ,0.005 ,0.005 ,0.000 ,0.841 ,0.001 ,0.005 ,0.161 ,0.156 ,0.267 ,0.904 
100055,0.000 ,0.415 ,0.296 ,0.000 ,0.011 ,0.126 ,0.300 ,0.014 ,0.047 ,0.001 ,0.000 ,0.026 ,0.000 ,0.005 ,0.005 ,0.000 ,0.838 ,0.001 ,0.006 ,0.192 ,0.195 ,0.293 ,0.918 
100056,0.000 ,0.458 ,0.278 ,0.000 ,0.011 ,0.278 ,0.212 ,0.010 ,0.030 ,0.000 ,0.001 ,0.025 ,0.000 ,0.003 ,0.003 ,0.000 ,0.833 ,0.000 ,0.016 ,0.163 ,0.162 ,0.367 ,0.930 
100057,0.000 ,0.491 ,0.307 ,0.000 ,0.019 ,0.466 ,0.156 ,0.014 ,0.013 ,0.000 ,0.000 ,0.029 ,0.000 ,0.003 ,0.003 ,0.000 ,0.799 ,0.001 ,0.027 ,0.135 ,0.156 ,0.204 ,0.850 
100058,0.000 ,0.416 ,0.171 ,0.004 ,0.002 ,0.031 ,0.102 ,0.003 ,0.163 ,0.000 ,0.000 ,0.005 ,0.000 ,0.001 ,0.002 ,0.000 ,0.846 ,0.000 ,0.002 ,0.199 ,0.072 ,0.104 ,0.936 
100059,0.000 ,0.397 ,0.257 ,0.004 ,0.004 ,0.081 ,0.236 ,0.007 ,0.140 ,0.002 ,0.000 ,0.016 ,0.000 ,0.003 ,0.004 ,0.000 ,0.818 ,0.001 ,0.003 ,0.190 ,0.149 ,0.250 ,0.911 
100060,0.000 ,0.438 ,0.266 ,0.002 ,0.005 ,0.126 ,0.235 ,0.008 ,0.083 ,0.001 ,0.000 ,0.019 ,0.000 ,0.003 ,0.004 ,0.000 ,0.833 ,0.001 ,0.007 ,0.183 ,0.158 ,0.332 ,0.914 
100061,0.000 ,0.445 ,0.271 ,0.001 ,0.007 ,0.178 ,0.237 ,0.010 ,0.048 ,0.000 ,0.001 ,0.023 ,0.000 ,0.003 ,0.004 ,0.000 ,0.830 ,0.001 ,0.012 ,0.185 ,0.164 ,0.359 ,0.925 
100062,0.000 ,0.487 ,0.326 ,0.001 ,0.010 ,0.443 ,0.213 ,0.010 ,0.034 ,0.000 ,0.001 ,0.034 ,0.000 ,0.002 ,0.003 ,0.000 ,0.814 ,0.000 ,0.025 ,0.139 ,0.147 ,0.427 ,0.908 
100063,0.000 ,0.421 ,0.161 ,0.002 ,0.001 ,0.019 ,0.059 ,0.001 ,0.260 ,0.000 ,0.000 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.838 ,0.000 ,0.001 ,0.157 ,0.078 ,0.086 ,0.981 
100064,0.000 ,0.400 ,0.170 ,0.008 ,0.001 ,0.013 ,0.064 ,0.003 ,0.260 ,0.001 ,0.000 ,0.005 ,0.000 ,0.001 ,0.002 ,0.000 ,0.819 ,0.000 ,0.002 ,0.218 ,0.056 ,0.044 ,0.912 
100065,0.000 ,0.403 ,0.280 ,0.014 ,0.003 ,0.069 ,0.239 ,0.009 ,0.234 ,0.002 ,0.000 ,0.026 ,0.000 ,0.003 ,0.004 ,0.000 ,0.788 ,0.001 ,0.005 ,0.218 ,0.158 ,0.247 ,0.870 
100066,0.000 ,0.447 ,0.260 ,0.007 ,0.004 ,0.133 ,0.197 ,0.007 ,0.132 ,0.000 ,0.000 ,0.019 ,0.000 ,0.002 ,0.004 ,0.000 ,0.819 ,0.001 ,0.008 ,0.189 ,0.151 ,0.338 ,0.912 
100067,0.000 ,0.477 ,0.241 ,0.003 ,0.004 ,0.229 ,0.152 ,0.006 ,0.066 ,0.000 ,0.001 ,0.017 ,0.000 ,0.001 ,0.002 ,0.000 ,0.823 ,0.000 ,0.013 ,0.166 ,0.127 ,0.358 ,0.929 
100068,0.000 ,0.495 ,0.377 ,0.002 ,0.008 ,0.434 ,0.236 ,0.012 ,0.051 ,0.000 ,0.001 ,0.046 ,0.000 ,0.002 ,0.004 ,0.000 ,0.784 ,0.001 ,0.029 ,0.142 ,0.149 ,0.452 ,0.855 
100069,0.000 ,0.434 ,0.129 ,0.001 ,0.000 ,0.003 ,0.023 ,0.001 ,0.425 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.825 ,0.000 ,0.000 ,0.185 ,0.043 ,0.011 ,0.983 
100070,0.000 ,0.446 ,0.106 ,0.002 ,0.000 ,0.002 ,0.017 ,0.001 ,0.332 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.815 ,0.000 ,0.000 ,0.186 ,0.029 ,0.004 ,0.970 
100071,0.000 ,0.407 ,0.159 ,0.010 ,0.001 ,0.009 ,0.043 ,0.003 ,0.289 ,0.001 ,0.000 ,0.004 ,0.000 ,0.001 ,0.001 ,0.000 ,0.812 ,0.000 ,0.002 ,0.225 ,0.048 ,0.025 ,0.910 
100072,0.000 ,0.431 ,0.217 ,0.011 ,0.003 ,0.049 ,0.101 ,0.005 ,0.171 ,0.000 ,0.000 ,0.012 ,0.000 ,0.002 ,0.003 ,0.000 ,0.806 ,0.000 ,0.005 ,0.214 ,0.100 ,0.162 ,0.893 
100073,0.000 ,0.469 ,0.257 ,0.008 ,0.004 ,0.154 ,0.155 ,0.007 ,0.114 ,0.000 ,0.001 ,0.022 ,0.000 ,0.002 ,0.003 ,0.000 ,0.805 ,0.000 ,0.012 ,0.185 ,0.141 ,0.344 ,0.896 
100074,0.000 ,0.497 ,0.288 ,0.006 ,0.003 ,0.224 ,0.140 ,0.007 ,0.082 ,0.000 ,0.001 ,0.024 ,0.000 ,0.001 ,0.003 ,0.000 ,0.791 ,0.000 ,0.019 ,0.161 ,0.120 ,0.332 ,0.843 
100075,0.000 ,0.487 ,0.166 ,0.043 ,0.000 ,0.001 ,0.011 ,0.002 ,0.729 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.794 ,0.000 ,0.000 ,0.525 ,0.066 ,0.002 ,0.326 
100076,0.000 ,0.476 ,0.124 ,0.004 ,0.000 ,0.001 ,0.010 ,0.001 ,0.580 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.819 ,0.000 ,0.000 ,0.212 ,0.047 ,0.002 ,0.957 
100077,0.000 ,0.462 ,0.118 ,0.003 ,0.000 ,0.002 ,0.014 ,0.001 ,0.435 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.805 ,0.000 ,0.000 ,0.207 ,0.038 ,0.003 ,0.965 
100078,0.000 ,0.425 ,0.116 ,0.006 ,0.000 ,0.002 ,0.013 ,0.001 ,0.333 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.816 ,0.000 ,0.001 ,0.218 ,0.023 ,0.004 ,0.939 
100079,0.000 ,0.416 ,0.162 ,0.012 ,0.001 ,0.005 ,0.030 ,0.003 ,0.306 ,0.000 ,0.000 ,0.004 ,0.000 ,0.001 ,0.002 ,0.000 ,0.801 ,0.000 ,0.002 ,0.264 ,0.040 ,0.016 ,0.885 
100080,0.000 ,0.442 ,0.185 ,0.012 ,0.002 ,0.017 ,0.052 ,0.004 ,0.195 ,0.000 ,0.000 ,0.008 ,0.000 ,0.001 ,0.003 ,0.000 ,0.795 ,0.000 ,0.005 ,0.243 ,0.067 ,0.079 ,0.874 
100081,0.000 ,0.478 ,0.245 ,0.011 ,0.003 ,0.074 ,0.099 ,0.007 ,0.126 ,0.000 ,0.001 ,0.018 ,0.000 ,0.002 ,0.004 ,0.000 ,0.783 ,0.000 ,0.012 ,0.212 ,0.109 ,0.243 ,0.843 
100082,0.000 ,0.505 ,0.334 ,0.010 ,0.003 ,0.195 ,0.132 ,0.010 ,0.093 ,0.000 ,0.001 ,0.034 ,0.000 ,0.001 ,0.004 ,0.000 ,0.756 ,0.000 ,0.025 ,0.166 ,0.121 ,0.305 ,0.747 
100083,0.000 ,0.471 ,0.045 ,0.026 ,0.000 ,0.000 ,0.003 ,0.002 ,0.841 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.801 ,0.000 ,0.000 ,0.553 ,0.052 ,0.000 ,0.246 
100084,0.000 ,0.466 ,0.034 ,0.011 ,0.000 ,0.000 ,0.001 ,0.002 ,0.846 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.821 ,0.000 ,0.000 ,0.433 ,0.032 ,0.000 ,0.323 
100085,0.000 ,0.506 ,0.048 ,0.027 ,0.000 ,0.000 ,0.001 ,0.002 ,0.790 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.802 ,0.000 ,0.000 ,0.366 ,0.049 ,0.000 ,0.414 
100086,0.000 ,0.512 ,0.053 ,0.040 ,0.000 ,0.000 ,0.002 ,0.002 ,0.766 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.796 ,0.000 ,0.001 ,0.364 ,0.044 ,0.000 ,0.428 
100087,0.000 ,0.500 ,0.062 ,0.032 ,0.000 ,0.000 ,0.002 ,0.002 ,0.741 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.796 ,0.000 ,0.001 ,0.314 ,0.046 ,0.000 ,0.603 
100088,0.000 ,0.471 ,0.129 ,0.034 ,0.000 ,0.001 ,0.009 ,0.002 ,0.626 ,0.000 ,0.000 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.814 ,0.000 ,0.001 ,0.207 ,0.065 ,0.002 ,0.799 
100089,0.000 ,0.471 ,0.121 ,0.015 ,0.000 ,0.001 ,0.006 ,0.002 ,0.547 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.790 ,0.000 ,0.001 ,0.243 ,0.025 ,0.001 ,0.883 
100090,0.000 ,0.447 ,0.139 ,0.026 ,0.000 ,0.001 ,0.011 ,0.002 ,0.503 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.001 ,0.000 ,0.804 ,0.000 ,0.002 ,0.266 ,0.029 ,0.003 ,0.859 
100091,0.000 ,0.432 ,0.165 ,0.023 ,0.001 ,0.001 ,0.014 ,0.003 ,0.468 ,0.000 ,0.000 ,0.003 ,0.000 ,0.000 ,0.002 ,0.000 ,0.781 ,0.000 ,0.002 ,0.296 ,0.027 ,0.004 ,0.819 
100092,0.000 ,0.444 ,0.163 ,0.021 ,0.001 ,0.003 ,0.019 ,0.003 ,0.345 ,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,0.002 ,0.000 ,0.783 ,0.000 ,0.003 ,0.301 ,0.037 ,0.011 ,0.852 
100093,0.000 ,0.460 ,0.179 ,0.024 ,0.001 ,0.009 ,0.035 ,0.004 ,0.256 ,0.000 ,0.000 ,0.007 ,0.000 ,0.001 ,0.002 ,0.000 ,0.781 ,0.000 ,0.005 ,0.273 ,0.057 ,0.044 ,0.845 
100094,0.000 ,0.503 ,0.252 ,0.025 ,0.001 ,0.053 ,0.066 ,0.006 ,0.180 ,0.000 ,0.001 ,0.014 ,0.000 ,0.001 ,0.003 ,0.000 ,0.772 ,0.000 ,0.010 ,0.203 ,0.099 ,0.149 ,0.740 
100095,0.001 ,0.516 ,0.365 ,0.015 ,0.001 ,0.125 ,0.079 ,0.008 ,0.127 ,0.000 ,0.000 ,0.022 ,0.000 ,0.000 ,0.003 ,0.000 ,0.729 ,0.000 ,0.016 ,0.275 ,0.074 ,0.120 ,0.395 
100096,0.001 ,0.449 ,0.032 ,0.119 ,0.000 ,0.000 ,0.005 ,0.004 ,0.775 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.001 ,0.000 ,0.744 ,0.000 ,0.001 ,0.530 ,0.079 ,0.000 ,0.065 
