Gridcode,Viola_adunca,Viola_affinis,Viola_bicolor,Viola_brittoniana,Viola_canadensis,Viola_hastata,Viola_hirsutula,Viola_labradorica,Viola_lanceolata,Viola_nephrophylla,Viola_odorata,Viola_pedata,Viola_renifolia,Viola_rostrata,Viola_rotundifolia,Viola_selkirkii,Viola_septemloba,Viola_septentrionalis,Viola_striata,Viola_tricolor,Viola_triloba,Viola_tripartita,Viola_walteri
100019,0.000 ,0.529 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.013 ,0.558 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.005 ,0.000 ,0.469 ,0.000 ,0.000 ,0.186 ,0.001 ,0.000 ,0.006 
100020,0.000 ,0.512 ,0.007 ,0.000 ,0.000 ,0.000 ,0.006 ,0.023 ,0.357 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.001 ,0.525 ,0.001 ,0.002 ,0.060 ,0.003 ,0.000 ,0.066 
100021,0.000 ,0.565 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.011 ,0.589 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.557 ,0.001 ,0.000 ,0.067 ,0.009 ,0.000 ,0.042 
100022,0.000 ,0.582 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.012 ,0.602 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.530 ,0.001 ,0.000 ,0.076 ,0.007 ,0.000 ,0.037 
100023,0.000 ,0.561 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.009 ,0.598 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.600 ,0.000 ,0.000 ,0.123 ,0.007 ,0.000 ,0.016 
100024,0.000 ,0.513 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.010 ,0.499 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.645 ,0.001 ,0.000 ,0.039 ,0.005 ,0.000 ,0.014 
100025,0.000 ,0.523 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.017 ,0.460 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.003 ,0.000 ,0.567 ,0.001 ,0.001 ,0.083 ,0.005 ,0.000 ,0.032 
100026,0.000 ,0.514 ,0.012 ,0.000 ,0.000 ,0.000 ,0.002 ,0.021 ,0.415 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.590 ,0.001 ,0.002 ,0.070 ,0.007 ,0.000 ,0.090 
100027,0.000 ,0.544 ,0.001 ,0.000 ,0.000 ,0.000 ,0.009 ,0.010 ,0.610 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.549 ,0.001 ,0.000 ,0.095 ,0.013 ,0.000 ,0.091 
100028,0.000 ,0.568 ,0.001 ,0.000 ,0.000 ,0.000 ,0.004 ,0.009 ,0.608 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.569 ,0.001 ,0.000 ,0.104 ,0.017 ,0.000 ,0.102 
100029,0.000 ,0.558 ,0.001 ,0.000 ,0.000 ,0.000 ,0.001 ,0.010 ,0.598 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.571 ,0.001 ,0.000 ,0.137 ,0.010 ,0.000 ,0.027 
100030,0.000 ,0.536 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.009 ,0.637 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.613 ,0.000 ,0.000 ,0.180 ,0.009 ,0.000 ,0.009 
100031,0.000 ,0.508 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.009 ,0.655 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.676 ,0.000 ,0.000 ,0.209 ,0.010 ,0.000 ,0.007 
100032,0.000 ,0.517 ,0.006 ,0.001 ,0.000 ,0.000 ,0.001 ,0.012 ,0.594 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.678 ,0.001 ,0.000 ,0.182 ,0.011 ,0.000 ,0.021 
100033,0.000 ,0.511 ,0.018 ,0.001 ,0.000 ,0.000 ,0.002 ,0.015 ,0.511 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.650 ,0.001 ,0.001 ,0.102 ,0.011 ,0.000 ,0.121 
100034,0.000 ,0.509 ,0.002 ,0.000 ,0.000 ,0.000 ,0.008 ,0.011 ,0.563 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.566 ,0.001 ,0.000 ,0.083 ,0.012 ,0.000 ,0.071 
100035,0.000 ,0.547 ,0.002 ,0.000 ,0.000 ,0.000 ,0.007 ,0.009 ,0.610 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.599 ,0.001 ,0.000 ,0.109 ,0.021 ,0.000 ,0.127 
100036,0.000 ,0.554 ,0.001 ,0.000 ,0.000 ,0.000 ,0.002 ,0.010 ,0.620 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.599 ,0.001 ,0.000 ,0.112 ,0.017 ,0.000 ,0.078 
100037,0.000 ,0.536 ,0.001 ,0.000 ,0.000 ,0.000 ,0.001 ,0.010 ,0.631 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.619 ,0.001 ,0.000 ,0.145 ,0.011 ,0.000 ,0.025 
100038,0.000 ,0.513 ,0.002 ,0.000 ,0.000 ,0.000 ,0.001 ,0.011 ,0.633 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.649 ,0.001 ,0.000 ,0.185 ,0.012 ,0.000 ,0.012 
100039,0.000 ,0.515 ,0.008 ,0.001 ,0.000 ,0.000 ,0.001 ,0.013 ,0.579 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.671 ,0.001 ,0.001 ,0.150 ,0.013 ,0.000 ,0.048 
100040,0.000 ,0.490 ,0.004 ,0.000 ,0.000 ,0.000 ,0.011 ,0.012 ,0.542 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.582 ,0.002 ,0.000 ,0.091 ,0.015 ,0.000 ,0.090 
100041,0.000 ,0.524 ,0.005 ,0.000 ,0.000 ,0.000 ,0.011 ,0.010 ,0.617 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.614 ,0.001 ,0.000 ,0.131 ,0.023 ,0.000 ,0.158 
100042,0.000 ,0.539 ,0.003 ,0.001 ,0.000 ,0.000 ,0.004 ,0.010 ,0.628 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.618 ,0.001 ,0.000 ,0.117 ,0.023 ,0.000 ,0.114 
100043,0.000 ,0.521 ,0.001 ,0.000 ,0.000 ,0.000 ,0.002 ,0.014 ,0.560 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.587 ,0.001 ,0.000 ,0.073 ,0.016 ,0.000 ,0.045 
100044,0.000 ,0.514 ,0.003 ,0.000 ,0.000 ,0.000 ,0.001 ,0.013 ,0.587 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.636 ,0.001 ,0.000 ,0.134 ,0.017 ,0.000 ,0.033 
100045,0.000 ,0.509 ,0.007 ,0.000 ,0.000 ,0.000 ,0.001 ,0.015 ,0.501 ,0.002 ,0.000 ,0.001 ,0.000 ,0.000 ,0.002 ,0.000 ,0.636 ,0.002 ,0.001 ,0.064 ,0.017 ,0.000 ,0.049 
100046,0.000 ,0.486 ,0.017 ,0.000 ,0.000 ,0.000 ,0.034 ,0.014 ,0.612 ,0.002 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.583 ,0.003 ,0.000 ,0.183 ,0.030 ,0.001 ,0.205 
100047,0.000 ,0.516 ,0.013 ,0.002 ,0.000 ,0.000 ,0.016 ,0.011 ,0.640 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.640 ,0.002 ,0.000 ,0.164 ,0.034 ,0.001 ,0.218 
100048,0.000 ,0.515 ,0.005 ,0.001 ,0.000 ,0.000 ,0.006 ,0.011 ,0.638 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.635 ,0.002 ,0.000 ,0.132 ,0.034 ,0.000 ,0.119 
100049,0.000 ,0.504 ,0.002 ,0.000 ,0.000 ,0.000 ,0.003 ,0.015 ,0.548 ,0.001 ,0.000 ,0.000 ,0.000 ,0.001 ,0.001 ,0.000 ,0.581 ,0.002 ,0.000 ,0.079 ,0.022 ,0.000 ,0.046 
100050,0.000 ,0.506 ,0.005 ,0.000 ,0.000 ,0.000 ,0.002 ,0.019 ,0.516 ,0.002 ,0.000 ,0.001 ,0.000 ,0.001 ,0.002 ,0.000 ,0.602 ,0.002 ,0.001 ,0.087 ,0.023 ,0.000 ,0.038 
100051,0.000 ,0.492 ,0.006 ,0.000 ,0.000 ,0.000 ,0.001 ,0.016 ,0.441 ,0.002 ,0.000 ,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.595 ,0.003 ,0.001 ,0.055 ,0.017 ,0.000 ,0.032 
100052,0.000 ,0.505 ,0.055 ,0.009 ,0.000 ,0.000 ,0.050 ,0.010 ,0.664 ,0.001 ,0.000 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.662 ,0.002 ,0.000 ,0.248 ,0.058 ,0.005 ,0.413 
100053,0.000 ,0.505 ,0.030 ,0.008 ,0.000 ,0.000 ,0.027 ,0.012 ,0.651 ,0.002 ,0.000 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.651 ,0.002 ,0.000 ,0.189 ,0.050 ,0.002 ,0.292 
100054,0.000 ,0.493 ,0.015 ,0.002 ,0.000 ,0.000 ,0.015 ,0.013 ,0.623 ,0.002 ,0.000 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.638 ,0.003 ,0.001 ,0.148 ,0.040 ,0.001 ,0.160 
100055,0.000 ,0.496 ,0.007 ,0.002 ,0.000 ,0.000 ,0.006 ,0.013 ,0.616 ,0.002 ,0.000 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.633 ,0.002 ,0.001 ,0.117 ,0.039 ,0.000 ,0.102 
100056,0.000 ,0.492 ,0.009 ,0.000 ,0.000 ,0.000 ,0.010 ,0.025 ,0.500 ,0.003 ,0.000 ,0.002 ,0.000 ,0.001 ,0.001 ,0.000 ,0.553 ,0.005 ,0.001 ,0.089 ,0.034 ,0.000 ,0.058 
100057,0.000 ,0.483 ,0.005 ,0.000 ,0.001 ,0.000 ,0.004 ,0.021 ,0.400 ,0.005 ,0.001 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.531 ,0.005 ,0.002 ,0.053 ,0.014 ,0.000 ,0.032 
100058,0.000 ,0.505 ,0.075 ,0.015 ,0.001 ,0.000 ,0.068 ,0.014 ,0.649 ,0.002 ,0.000 ,0.003 ,0.000 ,0.001 ,0.001 ,0.000 ,0.623 ,0.003 ,0.001 ,0.254 ,0.074 ,0.009 ,0.406 
100059,0.000 ,0.503 ,0.058 ,0.025 ,0.001 ,0.000 ,0.039 ,0.013 ,0.657 ,0.002 ,0.000 ,0.002 ,0.000 ,0.001 ,0.002 ,0.000 ,0.652 ,0.003 ,0.001 ,0.214 ,0.066 ,0.004 ,0.342 
100060,0.000 ,0.481 ,0.030 ,0.006 ,0.001 ,0.000 ,0.035 ,0.016 ,0.623 ,0.003 ,0.000 ,0.003 ,0.000 ,0.001 ,0.002 ,0.000 ,0.620 ,0.004 ,0.001 ,0.179 ,0.057 ,0.003 ,0.233 
100061,0.000 ,0.483 ,0.013 ,0.002 ,0.001 ,0.000 ,0.015 ,0.020 ,0.584 ,0.003 ,0.000 ,0.002 ,0.000 ,0.001 ,0.001 ,0.000 ,0.582 ,0.004 ,0.001 ,0.134 ,0.050 ,0.001 ,0.105 
100062,0.000 ,0.488 ,0.012 ,0.000 ,0.001 ,0.000 ,0.018 ,0.029 ,0.473 ,0.005 ,0.000 ,0.004 ,0.000 ,0.001 ,0.002 ,0.000 ,0.537 ,0.007 ,0.003 ,0.092 ,0.033 ,0.001 ,0.066 
100063,0.000 ,0.488 ,0.118 ,0.009 ,0.001 ,0.000 ,0.172 ,0.031 ,0.595 ,0.006 ,0.000 ,0.009 ,0.001 ,0.002 ,0.003 ,0.000 ,0.551 ,0.010 ,0.002 ,0.139 ,0.062 ,0.023 ,0.396 
100064,0.000 ,0.508 ,0.160 ,0.045 ,0.001 ,0.000 ,0.091 ,0.013 ,0.625 ,0.001 ,0.000 ,0.005 ,0.000 ,0.001 ,0.001 ,0.000 ,0.620 ,0.004 ,0.001 ,0.282 ,0.106 ,0.015 ,0.493 
100065,0.000 ,0.490 ,0.115 ,0.061 ,0.001 ,0.000 ,0.059 ,0.013 ,0.656 ,0.002 ,0.000 ,0.005 ,0.000 ,0.001 ,0.002 ,0.000 ,0.669 ,0.003 ,0.001 ,0.253 ,0.091 ,0.011 ,0.406 
100066,0.000 ,0.476 ,0.074 ,0.012 ,0.001 ,0.000 ,0.081 ,0.020 ,0.631 ,0.004 ,0.000 ,0.008 ,0.000 ,0.001 ,0.002 ,0.000 ,0.610 ,0.006 ,0.002 ,0.232 ,0.081 ,0.014 ,0.307 
100067,0.000 ,0.480 ,0.042 ,0.003 ,0.001 ,0.000 ,0.067 ,0.035 ,0.567 ,0.005 ,0.000 ,0.012 ,0.000 ,0.001 ,0.002 ,0.000 ,0.532 ,0.010 ,0.003 ,0.182 ,0.067 ,0.011 ,0.150 
100068,0.000 ,0.483 ,0.034 ,0.002 ,0.001 ,0.000 ,0.031 ,0.028 ,0.531 ,0.007 ,0.001 ,0.010 ,0.000 ,0.001 ,0.003 ,0.000 ,0.567 ,0.009 ,0.005 ,0.145 ,0.049 ,0.002 ,0.115 
100069,0.000 ,0.472 ,0.161 ,0.006 ,0.002 ,0.000 ,0.319 ,0.037 ,0.554 ,0.010 ,0.000 ,0.012 ,0.001 ,0.002 ,0.002 ,0.000 ,0.513 ,0.012 ,0.002 ,0.118 ,0.062 ,0.028 ,0.470 
100070,0.000 ,0.504 ,0.066 ,0.017 ,0.001 ,0.000 ,0.239 ,0.024 ,0.529 ,0.004 ,0.000 ,0.005 ,0.000 ,0.002 ,0.000 ,0.000 ,0.479 ,0.008 ,0.001 ,0.254 ,0.134 ,0.017 ,0.596 
100071,0.000 ,0.497 ,0.151 ,0.056 ,0.001 ,0.000 ,0.128 ,0.015 ,0.594 ,0.002 ,0.000 ,0.007 ,0.000 ,0.002 ,0.001 ,0.000 ,0.594 ,0.005 ,0.001 ,0.292 ,0.151 ,0.018 ,0.529 
100072,0.000 ,0.475 ,0.117 ,0.019 ,0.001 ,0.000 ,0.110 ,0.020 ,0.641 ,0.003 ,0.000 ,0.011 ,0.000 ,0.002 ,0.002 ,0.000 ,0.580 ,0.006 ,0.001 ,0.299 ,0.108 ,0.032 ,0.368 
100073,0.000 ,0.472 ,0.077 ,0.009 ,0.001 ,0.000 ,0.096 ,0.027 ,0.614 ,0.005 ,0.000 ,0.016 ,0.000 ,0.002 ,0.002 ,0.000 ,0.566 ,0.009 ,0.003 ,0.246 ,0.090 ,0.021 ,0.245 
100074,0.000 ,0.468 ,0.066 ,0.005 ,0.002 ,0.000 ,0.078 ,0.036 ,0.570 ,0.006 ,0.001 ,0.026 ,0.001 ,0.002 ,0.003 ,0.000 ,0.537 ,0.013 ,0.006 ,0.218 ,0.077 ,0.012 ,0.136 
100075,0.001 ,0.398 ,0.208 ,0.027 ,0.001 ,0.004 ,0.443 ,0.059 ,0.676 ,0.067 ,0.000 ,0.179 ,0.002 ,0.001 ,0.006 ,0.000 ,0.557 ,0.028 ,0.006 ,0.294 ,0.138 ,0.183 ,0.245 
100076,0.000 ,0.455 ,0.253 ,0.029 ,0.002 ,0.000 ,0.457 ,0.039 ,0.580 ,0.012 ,0.000 ,0.031 ,0.001 ,0.003 ,0.003 ,0.000 ,0.528 ,0.012 ,0.002 ,0.215 ,0.153 ,0.101 ,0.558 
100077,0.000 ,0.468 ,0.095 ,0.025 ,0.002 ,0.000 ,0.353 ,0.031 ,0.530 ,0.008 ,0.000 ,0.014 ,0.000 ,0.002 ,0.001 ,0.000 ,0.482 ,0.011 ,0.001 ,0.261 ,0.193 ,0.039 ,0.593 
100078,0.000 ,0.474 ,0.049 ,0.049 ,0.001 ,0.000 ,0.152 ,0.016 ,0.436 ,0.003 ,0.000 ,0.005 ,0.000 ,0.003 ,0.000 ,0.000 ,0.490 ,0.005 ,0.001 ,0.332 ,0.210 ,0.018 ,0.633 
100079,0.000 ,0.474 ,0.077 ,0.058 ,0.002 ,0.000 ,0.128 ,0.014 ,0.567 ,0.002 ,0.000 ,0.007 ,0.000 ,0.002 ,0.001 ,0.000 ,0.565 ,0.004 ,0.001 ,0.358 ,0.215 ,0.016 ,0.556 
100080,0.000 ,0.455 ,0.130 ,0.017 ,0.002 ,0.000 ,0.134 ,0.020 ,0.632 ,0.003 ,0.000 ,0.017 ,0.000 ,0.002 ,0.001 ,0.000 ,0.539 ,0.007 ,0.001 ,0.355 ,0.139 ,0.039 ,0.375 
100081,0.000 ,0.442 ,0.087 ,0.009 ,0.002 ,0.000 ,0.100 ,0.028 ,0.626 ,0.004 ,0.000 ,0.027 ,0.000 ,0.002 ,0.002 ,0.000 ,0.524 ,0.010 ,0.003 ,0.307 ,0.105 ,0.033 ,0.203 
100082,0.001 ,0.454 ,0.072 ,0.006 ,0.002 ,0.000 ,0.071 ,0.035 ,0.570 ,0.007 ,0.002 ,0.039 ,0.001 ,0.002 ,0.003 ,0.000 ,0.523 ,0.015 ,0.008 ,0.229 ,0.083 ,0.011 ,0.113 
100083,0.001 ,0.373 ,0.216 ,0.017 ,0.001 ,0.005 ,0.738 ,0.098 ,0.629 ,0.160 ,0.000 ,0.194 ,0.005 ,0.001 ,0.009 ,0.000 ,0.581 ,0.037 ,0.003 ,0.322 ,0.204 ,0.571 ,0.347 
100084,0.000 ,0.393 ,0.266 ,0.015 ,0.002 ,0.004 ,0.787 ,0.093 ,0.588 ,0.112 ,0.000 ,0.146 ,0.003 ,0.002 ,0.008 ,0.000 ,0.602 ,0.035 ,0.004 ,0.305 ,0.202 ,0.672 ,0.495 
100085,0.001 ,0.427 ,0.293 ,0.043 ,0.003 ,0.011 ,0.745 ,0.075 ,0.583 ,0.052 ,0.000 ,0.195 ,0.002 ,0.004 ,0.008 ,0.000 ,0.608 ,0.034 ,0.008 ,0.390 ,0.280 ,0.704 ,0.545 
100086,0.001 ,0.432 ,0.307 ,0.042 ,0.003 ,0.011 ,0.726 ,0.070 ,0.580 ,0.041 ,0.000 ,0.197 ,0.002 ,0.004 ,0.008 ,0.000 ,0.595 ,0.031 ,0.007 ,0.401 ,0.275 ,0.723 ,0.553 
100087,0.001 ,0.441 ,0.330 ,0.056 ,0.004 ,0.012 ,0.733 ,0.067 ,0.572 ,0.036 ,0.000 ,0.188 ,0.002 ,0.005 ,0.009 ,0.000 ,0.608 ,0.032 ,0.010 ,0.354 ,0.268 ,0.713 ,0.571 
100088,0.000 ,0.458 ,0.365 ,0.093 ,0.004 ,0.008 ,0.506 ,0.037 ,0.563 ,0.011 ,0.000 ,0.101 ,0.001 ,0.007 ,0.008 ,0.000 ,0.635 ,0.016 ,0.009 ,0.253 ,0.215 ,0.423 ,0.593 
100089,0.000 ,0.453 ,0.225 ,0.055 ,0.002 ,0.001 ,0.417 ,0.031 ,0.557 ,0.007 ,0.000 ,0.046 ,0.000 ,0.003 ,0.002 ,0.000 ,0.530 ,0.011 ,0.002 ,0.360 ,0.244 ,0.197 ,0.642 
100090,0.000 ,0.451 ,0.143 ,0.079 ,0.002 ,0.001 ,0.260 ,0.017 ,0.545 ,0.004 ,0.000 ,0.021 ,0.000 ,0.003 ,0.001 ,0.000 ,0.591 ,0.006 ,0.001 ,0.368 ,0.273 ,0.076 ,0.663 
100091,0.000 ,0.444 ,0.069 ,0.082 ,0.002 ,0.000 ,0.144 ,0.012 ,0.481 ,0.002 ,0.000 ,0.010 ,0.000 ,0.003 ,0.000 ,0.000 ,0.564 ,0.004 ,0.001 ,0.391 ,0.302 ,0.048 ,0.662 
100092,0.000 ,0.444 ,0.083 ,0.043 ,0.002 ,0.000 ,0.166 ,0.018 ,0.564 ,0.003 ,0.000 ,0.014 ,0.000 ,0.003 ,0.001 ,0.000 ,0.513 ,0.006 ,0.001 ,0.414 ,0.248 ,0.030 ,0.534 
100093,0.000 ,0.437 ,0.141 ,0.019 ,0.002 ,0.000 ,0.186 ,0.024 ,0.605 ,0.004 ,0.000 ,0.023 ,0.000 ,0.002 ,0.002 ,0.000 ,0.508 ,0.007 ,0.001 ,0.374 ,0.180 ,0.042 ,0.421 
100094,0.000 ,0.428 ,0.097 ,0.007 ,0.002 ,0.001 ,0.139 ,0.032 ,0.607 ,0.010 ,0.000 ,0.047 ,0.000 ,0.002 ,0.003 ,0.000 ,0.506 ,0.012 ,0.005 ,0.274 ,0.097 ,0.041 ,0.198 
100095,0.001 ,0.432 ,0.085 ,0.004 ,0.002 ,0.001 ,0.083 ,0.039 ,0.550 ,0.016 ,0.002 ,0.062 ,0.001 ,0.002 ,0.004 ,0.000 ,0.487 ,0.019 ,0.012 ,0.204 ,0.070 ,0.011 ,0.103 
100096,0.003 ,0.363 ,0.290 ,0.051 ,0.003 ,0.050 ,0.477 ,0.105 ,0.518 ,0.165 ,0.001 ,0.403 ,0.005 ,0.003 ,0.035 ,0.001 ,0.587 ,0.037 ,0.013 ,0.324 ,0.280 ,0.301 ,0.281 
